"A0002600","R0000100","R0000300","R0000500","R0006500","R0007900","R0009100","R0173600","R0214700","R0214800","R0410100","R0410300","R0618301","T4181500","T4188900","T4189900","T4193600","T4201000","T4201100","T4246600","T4246700","T4253500","T4253600","T4254500","T4254600","T4255000","T4255100","T4259000","T4259100","T4282300","T4282800","T4282900","T4283300","T4429600","T4434100","T4467000","T4478200","T4478300","T4876800","T4890700","T4890800","T4890900","T4891000","T4891300","T4892000","T4892200","T4892300","T4892400","T4892500","T4892600","T4892700","T4892800","T4892900","T4894200","T4894300","T4894400","T4897200","T4897800","T4897900","T4898000","T4915800","T5019200","T5019300","T5019700","T5019900","T5022100","T5022300","T5022500","T5022600","T5022800","T5023100","T5023200","T5023300","T5024700","T5024800","T5024900","T5025000","T5025100","T5025900","T5026000","T5026200","T5031400","T5031500","T5031600","T5054600","T5058900"
458,6277,10,62,5,4,6,13,2,2,10,62,33544,11,-4,-4,-4,-4,18,1,1,45,28,45,28,0,0,1,1,7860,2310,5000,1,0,0,9130,52,12,3,-4,0,0,0,-4,1,1,0,-4,0,-4,220,5,8,1,2,1,1,-4,-4,0,70000,650,1072,2136,1785,186083,-4,5,120000,0,3,2,1,3703,52,0,0,0,0,2,5,3,0,-4,1,1
458,6278,12,60,12,-3,4,13,2,2,12,60,74870,11,-4,-4,-4,-4,16,1,-4,45,-4,45,-4,0,-4,1,-4,8190,3150,-4,3,0,1,9620,17,15,4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,197,5,3,1,2,1,1,-4,-4,0,96000,1444,-4,3937,-4,189584,-4,2,97200,0,3,2,1,2340,52,0,0,0,1,3,8,4,0,-4,1,1
458,6279,7,63,6,8,4,10,2,1,7,63,12993,11,-4,-4,0,-4,11,0,-4,40,-4,40,-4,0,-4,1,-4,770,6260,-4,1,0,0,3300,-4,-4,-4,0,0,0,0,-4,0,-4,-4,-4,0,-4,155,5,0,0,-4,2,1,-4,-4,0,11000,136,-4,990,-4,230693,-4,2,11000,1,3,1,0,1840,46,6,0,0,0,2,12,1,0,-4,0,1
458,6280,4,57,7,10,8,13,2,2,4,57,1447,11,-4,-4,0,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,6,-4,1,0,1,1,0,-4,-4,-4,0,-4,130,5,4,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,149804,-4,1,11628,1,2,1,0,0,0,0,52,0,1,3,1,6,0,-4,-4,-4
-5,6281,2,63,8,1,7,9,3,1,2,63,49482,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,69,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6282,6,63,8,0,5,13,2,2,6,63,22716,11,-4,-4,-4,-4,12,0,-4,40,-4,40,-4,0,-4,1,-4,8380,2150,-4,3,0,1,-4,-4,-4,8,1,-4,-4,1,1,1,1,1,10,0,-4,197,5,4,1,2,1,1,-4,-4,0,28000,78,-4,1890,-4,114755,-4,4,80320,0,3,2,1,760,19,0,33,0,1,3,18,8,1,24,0,1
458,6283,7,64,3,-2,14,13,2,2,7,64,26491,11,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,9130,52,40,2,-4,1,1,1,1,1,1,1,2,0,-4,99,5,1,1,4,1,1,-4,-4,0,0,-4,-4,-4,-4,137846,-4,2,41692,0,3,2,1,0,0,52,0,0,1,1,11,2,0,-4,-4,-4
-5,6284,7,59,3,7,13,13,2,2,7,59,5295,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6285,8,59,12,12,7,3,2,1,8,59,51843,11,9,5,0,-4,12,1,-4,45,-4,45,-4,5,-4,1,-4,7270,120,-4,2,0,0,770,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,6,2,1,2,1,1,-4,-4,0,90000,282,-4,3875,-4,56749,-4,1,90000,0,3,3,2,2340,52,0,0,0,1,2,20,0,0,-4,1,1
458,6286,2,60,7,-2,4,13,2,2,2,60,19747,11,2,4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,6870,850,-4,2,0,0,910,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,222,5,6,1,2,1,1,-4,-4,0,36000,168,-4,1730,-4,119688,-4,4,-1,-3,3,2,1,2080,52,0,0,0,1,3,4,2,2,17,1,1
458,6287,8,62,7,-2,4,10,2,1,8,62,39205,11,-4,-4,-4,-4,15,1,-4,47,-4,47,-4,0,-4,1,-4,4560,160,-4,2,0,0,5240,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,1,2,220,5,11,1,1,1,1,-4,-4,0,75000,123,-4,3027,-4,114515,-4,4,119000,0,3,2,1,2374,52,0,0,0,1,3,7,2,2,19,1,1
-5,6288,10,60,6,12,4,10,2,1,10,60,22812,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6289,9,62,9,12,4,13,2,2,9,62,13509,11,-4,-4,0,-4,20,1,-4,50,-4,50,-4,10,-4,1,-4,7860,2000,-4,1,0,0,9130,20,40,5,-4,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,3,1,1,1,1,-4,-4,0,80000,1254,-4,3076,-4,170577,-4,2,80000,0,3,3,3,2600,52,0,0,0,1,3,9,5,1,19,1,1
458,6290,4,61,8,-3,2,13,2,2,4,61,10274,11,-4,-4,0,-4,12,0,-4,40,-4,40,-4,0,-4,1,-4,8270,4610,-4,2,0,0,-4,-4,-4,3,0,1,1,1,1,0,-4,-4,-4,0,-4,220,5,6,1,2,1,1,-4,-4,0,0,7,-4,1025,-4,168305,-4,4,11388,1,3,1,0,0,0,30,22,0,1,3,9,3,3,17,0,1
458,6291,12,57,10,12,5,13,2,2,12,57,12288,11,-4,-4,0,-4,12,1,1,40,30,40,30,0,0,1,1,6070,620,2010,2,0,0,-4,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,120,5,2,1,2,1,1,-4,-4,0,99000,1104,89,3076,5333,217513,-4,4,99000,0,4,3,3,3250,52,0,0,0,1,3,15,3,1,39,1,1
458,6292,7,63,12,-2,4,10,2,1,7,63,5514,11,-4,-4,0,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,3920,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,5,8,0,-4,3,0,0,4,0,0,-4,-4,-4,-4,211469,-4,1,12840,0,2,3,2,0,0,0,52,0,1,3,8,0,0,-4,-4,-4
458,6293,2,61,9,-2,2,13,2,2,2,61,1589,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,6180,9120,-4,1,0,0,-4,-4,-4,5,-4,0,0,0,-4,0,-4,-4,-4,0,-4,280,5,9,1,2,1,1,-4,-4,0,0,772,-4,2375,-4,168305,-4,2,0,1,4,1,0,2080,52,0,0,0,1,3,3,5,1,25,1,1
458,6294,2,62,9,11,9,13,2,2,2,62,15662,11,-4,-4,0,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,4,-4,1,1,1,1,0,-4,-4,-4,0,-4,250,5,4,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,170577,-4,6,31000,1,4,1,0,0,0,44,8,0,1,3,5,4,0,-4,-4,-4
458,6295,1,64,12,12,1,13,2,2,1,64,6649,11,-4,-4,0,-4,12,1,-4,20,-4,20,-4,0,-4,1,-4,6380,800,-4,1,0,0,-4,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,182,5,6,1,2,1,1,-4,-4,0,14000,652,-4,1929,-4,142402,-4,2,14000,1,3,3,3,1040,52,0,0,0,1,3,9,3,1,27,1,1
458,6296,3,63,5,8,11,13,2,2,3,63,16123,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,8140,-4,-4,3,-4,1,1,1,1,0,-4,-4,-4,0,-4,159,5,5,1,1,5,1,-4,-4,0,0,-4,-4,-4,-4,118548,-4,1,9936,1,3,3,3,0,0,0,52,0,1,3,15,3,0,-4,-4,-4
458,6297,6,59,7,2,17,13,2,2,6,59,8261,11,-4,-4,0,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,5,2,1,1,2,1,-4,-4,0,0,-4,-4,-4,-4,133249,-4,1,9648,1,3,3,2,0,0,0,52,0,0,1,5,4,0,-4,-4,-4
458,6298,11,61,7,1,17,10,2,1,11,61,7622,11,-4,-4,1,-4,12,1,-4,33,-4,33,-4,0,-4,1,-4,7690,4220,-4,2,0,0,4230,-4,-4,-4,-4,0,0,0,-4,1,1,1,40,0,-4,250,5,8,1,3,5,1,-4,-4,0,11300,178,-4,727,-4,114877,-4,1,11300,1,3,1,0,1650,50,0,2,0,1,3,14,2,0,-4,1,1
458,6299,4,59,11,-2,7,13,2,2,4,59,47966,11,-4,-4,-4,-4,14,1,-4,40,-4,40,-4,0,-4,1,-4,8070,3500,-4,2,0,0,620,52,45,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,135,5,2,1,1,1,1,-4,-4,0,25000,258,-4,1162,-4,133249,-4,3,97800,0,2,2,1,1920,48,0,4,0,0,1,22,2,1,29,1,1
458,6300,8,60,11,6,7,10,2,1,8,60,59322,11,-4,-4,0,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4230,-4,-4,-4,-4,1,1,1,1,1,1,0,-4,0,-4,187,5,9,1,4,1,1,-4,-4,0,0,-4,-4,-4,-4,118158,-4,1,17160,0,2,3,2,0,0,0,52,0,1,3,9,0,0,-4,-4,-4
458,6301,2,62,10,6,7,10,2,1,2,62,53650,11,2,2,-4,18,18,1,0,50,55,50,55,10,15,1,1,7860,2000,2000,1,1,0,2340,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,168,5,6,1,2,3,1,-4,-4,0,71000,105,109,2846,2552,127097,-4,4,145000,0,3,2,1,2815,52,0,0,0,1,2,16,2,2,11,1,1
-5,6302,8,63,11,8,5,13,2,2,8,63,9521,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6303,9,59,11,9,4,10,2,1,9,59,28779,11,-4,-4,-4,-4,13,1,-4,60,-4,-4,-4,-4,-4,-4,-4,770,7420,-4,4,0,0,453,-4,-4,-4,-4,0,0,0,-4,1,1,1,2,0,-4,167,6,0,0,-4,3,1,-4,-4,0,0,456,-4,2243,-4,146085,-4,1,71000,0,3,2,1,3130,52,0,0,0,1,3,10,1,0,-4,1,1
458,6304,11,60,11,9,4,10,2,1,11,60,5660,11,-4,-4,1,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,7870,4020,-4,2,0,0,4020,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,1,8,185,5,5,1,2,5,1,-4,-4,0,23000,109,-4,697,-4,118158,-4,1,23400,0,3,3,3,2080,52,0,0,0,1,3,10,4,0,-4,1,1
458,6305,9,60,-2,-2,5,10,2,1,9,60,3277,11,2,6,-4,-4,12,1,-4,80,-4,-4,-4,-4,-4,-4,-4,7690,4250,-4,4,0,0,9990,-4,-4,-4,-4,0,0,0,-4,1,1,1,30,0,-4,197,5,6,1,1,1,1,-4,-4,0,60000,1296,-4,1442,-4,118158,-4,4,75360,0,4,2,1,4160,52,0,0,0,1,3,2,4,2,25,1,1
458,6306,6,59,5,2,7,13,2,2,6,59,213,11,-4,-4,0,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,0,-4,1,1,1,0,1,1,0,-4,0,-4,205,5,3,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,133249,-4,3,13844,1,3,3,6,0,0,0,52,0,1,2,1,0,0,-4,-4,-4
-5,6307,2,57,7,12,8,12,3,2,2,57,2006,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6308,6,60,6,-2,9,13,2,2,6,60,2867,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,9480,3600,-4,1,0,0,9990,-4,-4,2,-4,0,0,0,-4,1,1,1,28,0,-4,182,5,6,0,-4,1,1,-4,-4,0,20000,1271,-4,1084,-4,123643,-4,2,31556,0,3,2,1,2080,52,0,0,0,1,3,7,2,0,-4,1,1
458,6309,8,62,7,-2,17,10,2,1,8,62,3402,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,0,1,1,0,-4,-4,-4,0,-4,207,5,11,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,127097,-4,2,-2,-3,3,3,3,0,0,0,52,0,1,3,9,2,0,-4,-4,-4
458,6310,12,57,9,6,7,13,2,2,12,57,40495,11,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,3920,52,43,5,-4,1,1,1,1,0,-4,-4,-4,0,-4,260,5,3,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,154755,-4,3,42680,0,4,2,1,0,0,0,52,0,1,3,3,5,0,-4,-4,-4
458,6311,9,61,10,0,6,13,2,2,9,61,74074,11,-4,-4,1,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,5000,32,40,2,-4,1,1,1,1,1,1,0,-4,0,-4,203,5,5,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,119744,-4,3,12588,1,3,1,0,0,0,0,52,0,1,2,5,2,2,14,-4,-4
458,6312,9,63,10,0,6,13,2,2,9,63,9856,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,3920,-4,-4,3,-4,1,1,1,1,0,-4,-4,-4,0,-4,191,5,0,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,118548,-4,1,13596,0,3,3,3,0,0,0,52,0,1,3,8,3,0,-4,-4,-4
458,6313,9,60,10,12,9,13,2,2,9,60,23197,11,-4,-4,-4,-4,12,1,-4,49,-4,49,-4,0,-4,1,-4,6890,5000,-4,2,0,0,5240,52,50,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,160,5,4,1,2,1,1,-4,-4,0,75000,706,-4,2943,-4,123643,-4,2,-1,-3,3,2,1,2323,52,0,0,0,1,2,12,2,0,-4,1,1
-5,6314,10,62,11,8,8,10,2,1,10,62,20939,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6315,6,62,6,4,13,13,2,2,6,62,3795,11,-4,-4,0,-4,12,0,-4,50,-4,50,-4,10,-4,1,-4,8470,4600,-4,4,0,0,-4,-4,-4,3,1,-4,-4,1,1,0,-4,-4,-4,0,-4,142,5,3,0,-4,1,1,-4,-4,0,0,528,-4,850,-4,121360,-4,1,16680,0,3,3,3,150,3,0,49,0,1,3,16,3,0,-4,0,1
458,6316,9,58,10,9,9,10,2,1,9,58,7136,32,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,9990,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,185,5,6,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,289371,-4,1,15600,0,3,3,3,0,0,0,52,0,1,3,19,3,0,-4,-4,-4
458,6317,3,60,8,9,9,10,2,1,3,60,16622,11,-4,-4,0,-4,12,0,0,40,15,40,-4,0,-4,1,-4,7080,7210,7210,2,0,0,43,-4,-4,-4,1,-4,-4,1,1,0,-4,-4,-4,0,-4,198,5,11,1,2,1,1,-4,-4,0,20000,737,204,2503,-4,241188,-4,1,32150,0,3,1,0,2860,52,0,0,0,1,2,25,1,0,-4,0,1
-5,6318,7,61,9,12,9,13,2,2,7,61,12859,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6319,10,62,10,12,9,10,2,1,10,62,8698,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6320,6,57,14,16,7,13,2,2,6,57,74165,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6321,4,60,14,16,7,13,2,2,4,60,39073,11,-4,-4,-4,19,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,6240,-1,-1,1,-4,0,0,0,-4,1,1,1,67,1,10,140,5,6,1,2,2,1,-4,-4,0,0,-4,-4,-4,-4,190302,-4,3,-1,-3,2,2,1,0,0,0,52,0,1,3,13,1,1,21,-4,-4
-5,6322,5,61,15,-2,6,13,2,2,5,61,39538,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6323,3,64,16,16,7,10,2,1,3,64,48541,11,-4,-4,-4,15,12,1,-4,12,-4,-4,-4,-4,-4,-4,-4,7370,2850,-4,4,0,0,20,-4,-4,-4,-4,1,1,1,1,1,1,1,56,0,-4,205,5,8,1,4,1,0,1,-4,0,24000,657,-4,2884,-4,337279,-4,2,53740,0,2,2,1,785,52,0,0,0,1,3,12,2,0,-4,1,1
458,6324,7,62,17,17,0,13,2,2,7,62,48286,11,-4,-4,-4,20,20,1,-4,50,-4,50,-4,5,-4,1,-4,7860,5930,-4,1,0,0,430,36,80,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,170,5,1,1,2,1,1,-4,-4,0,94000,179,-4,3615,-4,186788,-4,2,144000,0,3,2,1,2600,52,0,0,0,1,2,12,1,0,-4,1,1
-5,6325,11,57,10,9,6,10,2,1,11,57,8015,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6326,11,59,10,8,6,10,2,1,11,59,11731,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4940,52,40,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,240,5,11,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,113372,-4,1,32304,0,2,1,0,0,0,0,52,0,1,3,9,7,0,-4,-4,-4
458,6327,6,62,0,11,4,13,2,2,6,62,4472,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,3390,8740,-4,2,0,0,220,-4,-4,6,-4,0,1,1,1,0,-4,-4,-4,1,1,156,5,4,1,2,2,1,-4,-4,0,20000,494,-4,1125,-4,117478,-4,1,20890,0,3,3,3,2080,52,0,0,0,1,3,5,6,0,-4,1,1
-5,6328,7,62,12,-4,1,9,3,1,7,62,57479,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,69,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6329,2,57,12,12,1,9,3,1,2,57,17952,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,69,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6330,1,64,12,12,1,9,3,1,1,64,25616,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,69,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6331,7,62,12,12,5,12,3,2,7,62,43456,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6332,3,58,10,-2,3,12,3,2,3,58,27760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,70,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6333,10,58,10,9,3,13,2,2,10,58,20073,11,-4,-4,0,14,14,1,-4,45,-4,45,-4,5,-4,1,-4,8170,5700,-4,1,0,1,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,175,5,6,1,1,1,1,-4,-4,0,38000,-3,-4,1709,-4,252544,-4,1,43000,0,3,3,3,2336,52,0,0,0,1,2,3,2,0,-4,1,1
458,6334,4,60,10,8,3,13,2,2,4,60,32383,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,3570,8100,-4,3,0,0,9650,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,7,1,2,1,1,-4,-4,0,22000,634,-4,1057,-4,190556,-4,4,52000,0,3,2,1,2080,52,0,0,0,1,2,10,2,2,24,1,1
458,6335,6,62,9,-2,3,13,2,2,6,62,14830,11,-4,-4,0,-4,14,1,-4,28,-4,28,-4,0,-4,1,-4,6380,430,-4,2,0,0,-4,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,210,5,6,0,-4,1,1,-4,-4,0,41000,1374,-4,2210,-4,187038,-4,1,41000,0,3,3,3,1456,52,0,0,0,1,3,9,3,0,-4,1,1
458,6336,2,61,8,8,5,13,2,2,2,61,5779,11,-4,-4,-4,-4,14,1,-4,40,-4,40,-4,0,-4,1,-4,9480,2010,-4,1,0,1,7340,52,40,3,-4,0,0,0,-4,0,-4,-4,-4,1,5,263,5,1,1,2,1,1,-4,-4,0,27536,630,-4,2583,-4,170351,-4,3,62536,0,3,2,1,2080,52,0,0,0,1,2,16,3,1,31,1,1
458,6337,8,57,8,8,5,13,2,2,8,57,21872,11,-4,-4,0,-4,15,1,1,40,15,40,15,0,0,1,1,8190,4230,6260,2,0,0,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,157,5,0,0,-4,1,1,-4,-4,0,29500,254,167,1067,755,220158,-4,2,29500,0,3,1,0,2860,52,0,0,0,1,3,15,2,1,24,1,1
458,6338,1,57,12,8,6,13,2,2,1,57,8237,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,4,-4,1,1,1,1,0,-4,-4,-4,0,-4,196,5,5,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,220158,-4,3,17760,1,3,3,2,0,0,0,52,0,0,2,3,4,1,22,-4,-4
