"A0002600","R0000100","R0000300","R0000500","R0006500","R0007900","R0009100","R0173600","R0214700","R0214800","R0410100","R0410300","R0618301","T4181500","T4188900","T4189900","T4193600","T4201000","T4201100","T4246600","T4246700","T4253500","T4253600","T4254500","T4254600","T4255000","T4255100","T4259000","T4259100","T4282300","T4282800","T4282900","T4283300","T4429600","T4434100","T4467000","T4478200","T4478300","T4876800","T4890700","T4890800","T4890900","T4891000","T4891300","T4892000","T4892200","T4892300","T4892400","T4892500","T4892600","T4892700","T4892800","T4892900","T4894200","T4894300","T4894400","T4897200","T4897800","T4897900","T4898000","T4915800","T5019200","T5019300","T5019700","T5019900","T5022100","T5022300","T5022500","T5022600","T5022800","T5023100","T5023200","T5023300","T5024700","T5024800","T5024900","T5025000","T5025100","T5025900","T5026000","T5026200","T5031400","T5031500","T5031600","T5054600","T5058900"
-5,276,10,61,12,13,1,5,3,2,10,61,48015,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,277,8,59,16,13,2,1,3,1,8,59,32567,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,9990,4510,-4,2,0,0,736,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,185,5,11,1,2,1,1,-4,-4,0,30000,1406,-4,1250,-4,1112289,-4,1,30100,0,1,1,0,2080,52,0,0,0,1,3,9,0,0,-4,1,1
-5,278,7,60,12,10,2,5,3,2,7,60,51427,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,279,8,62,12,14,1,1,3,1,8,62,59272,11,7,5,0,-4,12,1,0,55,70,55,70,6,10,1,1,4270,20,5000,2,0,0,9640,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,6,0,1,2,1,1,-4,-4,0,101000,153,1485,3566,2170,712461,-4,1,101000,0,3,3,3,2860,52,0,0,0,1,2,4,0,0,-4,1,1
-5,280,3,59,14,12,2,5,3,2,3,59,89706,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,281,7,61,13,13,3,1,3,1,7,61,72769,11,-4,-4,-4,-4,95,1,-4,50,-4,50,-4,5,-4,1,-4,6680,430,-4,2,0,0,20,52,37,-4,-4,0,0,0,-4,1,1,1,10,0,-4,220,6,3,1,2,1,1,-4,-4,0,138000,1336,-4,5307,-4,820855,-4,5,208000,0,1,2,1,2600,52,0,0,0,1,2,6,3,3,13,1,1
458,282,8,63,13,13,3,5,3,2,8,63,85400,11,-4,-4,0,-4,16,1,1,18,40,18,40,1,0,1,1,5380,4960,2150,2,0,0,7420,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,110,5,4,1,2,1,1,-4,-4,0,30000,844,49,1075,1923,710390,-4,3,56020,0,1,3,2,1776,52,0,0,0,1,2,16,2,2,21,1,1
458,283,6,58,8,12,6,4,1,1,6,58,15136,11,-4,-4,0,-4,11,1,-4,40,-4,40,-4,0,-4,1,-4,9470,3700,-4,1,0,0,5000,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,240,5,9,1,2,1,1,-4,-4,0,82000,1528,-4,4086,-4,199985,-4,1,82000,0,1,3,3,2080,52,0,0,0,1,3,9,3,0,-4,1,1
458,284,1,60,8,11,5,4,1,1,1,60,44708,11,-4,-4,-4,-4,14,1,-4,60,-4,60,-4,0,-4,1,-4,3570,7330,-4,2,1,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,155,5,5,1,2,1,1,-4,-4,0,148000,1090,-4,4743,-4,128843,-4,2,148500,0,3,2,1,2992,52,0,0,0,1,3,8,0,0,-4,1,1
458,285,4,61,8,12,5,8,1,2,4,61,15448,11,-4,-4,-4,-4,11,1,-4,48,-4,48,-4,0,-4,1,-4,5090,4700,-4,2,0,0,7700,52,60,3,-4,0,0,0,-4,0,-4,-4,-4,1,8,150,5,1,1,2,1,1,-4,-4,0,80000,450,-4,2250,-4,126180,-4,2,196720,0,3,2,1,2112,44,0,8,0,1,2,8,3,0,-4,1,1
458,286,3,64,-3,12,5,8,1,2,3,64,62147,11,-4,-4,0,-4,14,1,0,40,40,40,40,0,0,1,1,8170,5000,5420,2,0,1,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,5,4,1,2,1,1,-4,-4,0,70000,57,699,3365,3269,175825,-4,2,112000,0,1,1,0,2080,52,0,0,0,1,2,10,0,0,-4,1,1
-5,287,12,58,10,8,3,5,3,2,12,58,22699,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,288,8,61,10,9,4,5,3,2,8,61,15312,11,-4,-4,0,-4,12,1,-4,30,-4,30,-4,0,-4,1,-4,8270,4610,-4,2,0,0,-4,-4,-4,6,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,6,1,1,1,1,-4,-4,0,21000,319,-4,1450,-4,671041,-4,5,25476,1,1,1,0,1560,52,0,0,0,1,2,4,6,4,15,1,1
458,289,9,62,11,8,4,5,3,2,9,62,28861,11,-4,-4,1,-4,12,1,-4,20,-4,20,-4,0,-4,1,-4,9370,4220,-4,1,0,0,-4,-4,-4,2,-4,1,1,1,1,0,-4,-4,-4,0,-4,150,5,7,1,1,1,1,-4,-4,0,10000,137,-4,1000,-4,710498,-4,1,10000,1,1,1,0,1040,52,0,0,0,1,2,9,2,0,-4,1,1
458,290,2,60,6,7,11,8,1,2,2,60,11136,11,-4,-4,-4,-4,10,1,-4,30,-4,30,-4,0,-4,1,-4,5380,4720,-4,2,0,0,8960,52,48,2,-4,0,0,0,-4,0,-4,-4,-4,1,8,172,5,4,1,1,1,1,-4,-4,0,1002,53,-4,500,-4,157582,-4,2,31002,0,1,2,1,90,3,0,49,0,1,2,5,2,0,-4,1,1
458,291,2,59,10,-3,1,3,2,1,2,59,42445,11,-4,-4,0,-4,12,0,-4,40,-4,40,-4,0,-4,1,-4,8590,4020,-4,2,0,0,-4,-4,-4,-4,0,0,0,0,-4,0,-4,-4,-4,0,-4,250,6,2,1,1,1,1,-4,-4,0,130,64,-4,900,-4,238230,-4,1,2398,1,1,1,0,0,0,52,0,0,1,2,11,0,0,-4,0,1
458,292,3,57,12,12,2,5,3,2,3,57,92223,11,-4,-4,0,20,20,1,-4,55,-4,55,-4,3,-4,1,-4,7860,230,-4,1,0,0,3060,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,157,5,4,1,2,1,1,-4,-4,0,66000,890,-4,2527,-4,811793,-4,3,-2,-3,1,3,3,2860,52,0,0,0,1,2,13,2,1,24,1,1
458,293,5,59,12,12,2,5,3,2,5,59,91927,11,-4,-4,-4,-4,13,1,1,40,1,40,-4,0,-4,1,-4,6990,5700,4920,2,0,0,5240,52,45,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,140,5,4,1,2,1,1,-4,-4,0,73000,256,92,2947,21153,767959,-4,2,211000,0,3,2,1,2094,52,0,0,0,1,2,17,2,0,-4,1,1
458,294,5,61,12,18,3,5,3,2,5,61,62191,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,7860,2540,-4,1,1,0,6230,52,40,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,150,5,4,1,2,1,1,-4,-4,0,75000,693,-4,1700,-4,631796,-4,3,-2,-3,1,2,1,1960,49,0,3,0,1,2,6,3,1,24,1,1
-5,295,10,63,12,12,1,1,3,1,10,63,29995,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,296,5,63,-2,-2,10,1,3,1,5,63,25280,11,7,3,-4,-4,12,1,0,40,44,40,44,0,0,1,1,2880,8030,8030,2,0,0,2540,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,207,6,0,1,2,1,0,1,-4,0,-2,12,328,2000,2400,746199,-4,3,-2,-3,1,2,1,2288,52,0,0,0,1,2,20,3,1,26,1,1
458,297,8,57,12,-3,2,5,3,2,8,57,68168,11,-4,-4,1,-4,12,1,-4,30,-4,-4,-4,-4,-4,-4,-4,7690,4230,-4,4,0,0,9130,52,50,2,-4,0,0,0,-4,0,-4,-4,-4,1,5,180,5,1,0,-4,1,0,0,3,0,30000,1843,-4,1923,-4,811793,-4,2,30000,0,1,3,3,1560,52,0,0,0,1,2,6,2,1,21,1,1
-5,298,1,64,6,12,4,8,1,2,1,64,13483,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,299,12,62,6,12,4,4,1,1,12,62,12439,11,-4,-4,0,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,0,0,0,-4,1,1,1,35,0,-4,135,5,6,0,-4,5,0,0,3,0,0,-4,-4,-4,-4,217600,-4,3,0,1,1,1,0,0,0,6,46,0,1,3,5,0,0,-4,-4,-4
-5,300,4,61,2,6,2,4,1,1,4,61,2026,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,301,5,61,5,-2,5,4,1,1,5,61,18916,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,7860,3850,-4,1,0,0,2010,52,40,-4,-4,0,0,0,-4,1,1,1,25,0,-4,198,5,9,1,2,1,1,-4,-4,0,60000,908,-4,2884,-4,182296,-4,4,106000,0,1,2,1,2080,52,0,0,0,1,3,6,2,2,25,1,1
458,302,3,60,5,-2,5,4,1,1,3,60,5281,19,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4720,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,187,5,1,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,140555,-4,4,-2,-3,1,3,3,0,0,0,52,0,1,3,10,2,0,-4,-4,-4
458,303,5,63,4,-2,6,4,1,1,5,63,7399,11,-4,-4,0,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,770,9620,-4,2,0,0,9990,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,140,5,4,0,-4,0,1,-4,-4,0,36400,1384,-4,1750,-4,141375,-4,3,-2,-3,1,3,3,2080,52,0,0,0,1,3,4,2,0,-4,1,1
458,304,12,64,5,-2,5,4,1,1,12,64,11630,11,-4,-4,0,-4,11,1,-4,40,-4,40,-4,0,-4,1,-4,4870,5240,-4,3,0,0,581,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,6,1,2,1,1,-4,-4,0,15000,112,-4,1015,-4,196855,-4,3,-2,-3,1,1,0,2080,52,0,0,0,1,3,5,0,0,-4,1,1
458,305,7,62,3,-4,1,8,1,2,7,62,40990,11,-4,-4,0,-4,12,0,-4,45,-4,45,-4,0,-4,1,-4,6870,5000,-4,2,0,0,715,-4,-4,2,0,0,0,0,-4,0,-4,-4,-4,0,-4,120,4,11,1,2,1,1,-4,-4,0,0,316,-4,1666,-4,144692,-4,1,0,1,3,3,3,2340,52,0,0,0,2,2,5,2,0,-4,0,1
458,306,3,60,11,11,0,3,2,1,3,60,27277,11,-4,-4,0,-4,13,1,-4,40,-4,40,-4,0,-4,1,-4,-4,-4,-4,2,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,220,5,9,1,2,1,1,-4,-4,0,33000,1469,-4,1730,-4,240858,-4,1,33000,0,1,1,0,2080,52,0,0,0,1,3,10,0,0,-4,1,1
458,307,9,57,-3,12,1,5,3,2,9,57,48032,11,-4,-4,-4,-4,12,1,-4,38,-4,38,-4,0,-4,1,-4,8290,4020,-4,2,0,0,5240,52,40,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,140,5,3,1,2,1,1,-4,-4,0,23000,269,-4,1210,-4,933562,-4,2,68000,0,3,2,1,1976,52,0,0,0,1,3,5,0,0,-4,1,1
458,308,6,61,12,12,1,1,3,1,6,61,10489,11,-4,-4,0,-4,12,1,-4,35,-4,35,-4,0,-4,1,-4,8680,4140,-4,2,0,0,4940,-2,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,160,5,8,0,-4,1,0,0,2,0,0,3,-4,950,-4,997238,-4,1,0,1,3,3,3,0,0,0,52,0,1,3,13,0,0,-4,1,1
458,309,5,59,12,12,5,1,3,1,5,59,27779,11,10,5,-4,-4,12,1,0,44,6,44,6,1,0,1,0,7070,410,-4,2,0,0,4010,38,36,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,175,5,10,1,2,1,1,-4,-4,0,110000,570,14,4756,1282,1085800,-4,3,-2,-3,1,2,1,2288,52,0,0,0,1,2,6,2,1,15,1,1
458,310,9,60,12,8,4,1,3,1,9,60,18491,11,-4,-4,-4,-4,12,1,-4,50,-4,-4,-4,-4,-4,-4,-4,770,6230,-4,4,0,0,5120,50,30,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,10,1,2,1,1,-4,-4,0,120000,568,-4,1923,-4,928891,-4,3,145000,0,3,2,1,2600,52,0,0,0,1,2,5,1,0,-4,1,1
458,311,9,64,-3,12,4,1,3,1,9,64,24685,11,-4,-4,0,-4,12,1,-4,40,-4,-4,-4,-4,-4,-4,-4,770,430,-4,4,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,205,6,0,0,-4,5,1,-4,-4,0,40000,1708,-4,1923,-4,935300,-4,1,40000,0,1,3,3,2080,52,0,0,0,1,2,2,0,0,-4,1,1
458,312,4,62,-3,10,3,5,3,2,4,62,52017,11,-4,-4,0,-4,12,1,-4,36,-4,36,-4,0,-4,1,-4,8190,3130,-4,2,0,0,-4,-4,-4,2,-4,0,0,0,-4,1,1,1,13,0,-4,260,5,5,1,2,1,1,-4,-4,0,79675,258,-4,3727,-4,769287,-4,2,91711,0,1,3,3,1872,52,0,0,0,1,2,8,2,0,-4,1,1
458,313,9,63,11,10,3,1,3,1,9,63,30794,11,-4,-4,-4,-4,11,1,-4,50,-4,50,-4,0,-4,1,-4,5380,8800,-4,2,0,0,5120,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,170,5,7,1,2,1,1,-4,-4,0,42000,974,-4,1965,-4,858129,-4,7,42800,0,1,2,1,2100,42,0,10,0,1,2,9,6,5,6,1,1
-5,314,12,58,-3,-3,4,5,3,2,12,58,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,315,5,64,-3,10,2,1,3,1,5,64,4138,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,316,2,64,12,12,2,1,3,1,2,64,18097,11,-4,-4,-4,-4,10,1,-4,25,-4,25,-4,0,-4,1,-4,5390,5620,-4,-2,0,0,1960,-4,-4,-4,-4,0,0,0,-4,1,1,1,40,0,-4,172,5,6,1,1,2,1,-4,-4,0,16964,121,-4,1150,-4,954524,-4,4,33764,0,1,2,1,1300,52,0,0,0,1,2,18,2,2,15,1,1
458,317,5,59,12,18,2,1,3,1,5,59,78739,11,-4,-4,-4,-4,16,1,-4,50,-4,50,-4,0,-4,1,-4,170,6050,-4,2,0,0,4020,52,30,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,215,6,1,1,2,1,1,-4,-4,0,52000,619,-4,2000,-4,958059,-4,3,77000,0,1,2,1,2600,52,0,0,0,0,2,5,2,1,21,1,1
-5,318,5,63,12,12,2,1,3,1,5,63,19254,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,72,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,319,4,57,-3,-3,1,5,3,2,4,57,58575,11,-4,-4,0,-4,20,1,-4,30,-4,30,-4,0,-4,1,-4,8180,3130,-4,3,0,0,3820,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,1,8,160,5,4,1,2,1,1,-4,-4,0,-1,392,-4,-4,-4,864193,-4,1,-1,-3,1,3,3,1560,52,0,0,0,1,3,14,0,0,-4,1,1
458,320,4,60,12,10,1,1,3,1,4,60,68032,11,-4,-4,-4,-4,16,1,-4,50,-4,-4,-4,-4,-4,-4,-4,8870,7330,-4,4,0,0,4920,50,40,-4,-4,0,0,0,-4,0,-4,-4,-4,1,4,200,5,9,1,2,1,1,-4,-4,0,80000,580,-4,3076,-4,852983,-4,3,190000,0,1,2,1,2600,52,0,0,0,1,2,13,2,1,23,1,1
-5,321,11,57,10,12,4,5,3,2,11,57,76525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,322,2,58,10,12,4,5,3,2,2,58,23404,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,71,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,323,7,59,13,12,3,1,3,1,7,59,65825,11,-4,-4,-4,-4,12,1,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,0,0,5700,52,50,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,205,5,11,1,2,1,1,-4,-4,0,90000,1634,-4,3461,-4,1004841,-4,2,250000,0,1,2,1,2550,52,0,0,0,0,2,7,2,0,-4,1,1
-5,324,3,62,12,12,3,1,3,1,3,62,10373,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,325,5,64,12,12,3,1,3,1,5,64,79151,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,326,6,57,16,20,1,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,327,5,58,15,16,3,5,3,2,5,58,88257,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,328,7,62,12,-2,3,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,329,1,64,12,-2,3,4,1,1,1,64,11508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,330,5,58,5,6,5,4,1,1,5,58,12377,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,331,8,61,5,-2,10,4,1,1,8,61,3428,11,-4,-4,0,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,1,1,0,-4,0,-4,220,5,4,1,4,1,1,-4,-4,0,0,-4,-4,-4,-4,168274,-4,2,14772,1,1,1,0,0,0,0,52,0,1,3,8,0,0,-4,-4,-4
458,332,10,63,5,6,5,4,1,1,10,63,33426,11,-4,-4,1,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4040,-4,-4,-4,-4,1,1,1,1,1,1,0,-4,0,-4,223,5,10,1,1,3,1,-4,-4,0,0,-4,-4,-4,-4,130500,-4,3,13660,1,1,3,3,0,0,0,52,0,1,3,18,3,2,3,-4,-4
458,333,2,57,12,-2,5,7,2,2,2,57,31724,11,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,560,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,1,6,197,5,9,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,263818,-4,2,110000,0,1,2,1,0,0,0,52,0,1,3,2,2,0,-4,-4,-4
-5,334,11,58,9,-2,5,3,2,1,11,58,25149,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,335,2,57,13,12,7,7,2,2,2,57,62746,11,-4,-4,0,16,16,1,0,39,25,39,25,0,0,1,1,5080,4700,4760,2,0,0,-4,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,5,5,1,2,1,1,-4,-4,0,17000,63,438,1725,1308,263818,-4,1,27160,0,3,3,2,1521,52,0,0,0,1,2,14,1,0,-4,1,1
458,336,7,63,12,12,0,3,2,1,7,63,25563,11,-4,-4,0,-4,12,0,0,40,60,40,-4,0,-4,1,-4,8660,7340,7340,2,0,1,3920,52,40,-4,0,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,9,1,3,4,1,-4,-4,0,12000,101,151,1090,-4,213462,-4,4,12000,1,3,2,1,2760,52,0,0,0,1,3,16,3,2,6,0,1
458,337,5,58,12,12,2,3,2,1,5,58,9044,11,-4,-4,1,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,3600,-4,-4,-4,-4,1,1,1,1,1,2,1,4,0,-4,250,5,10,1,2,1,0,1,-4,0,0,-4,-4,-4,-4,266747,-4,1,17604,0,1,3,6,0,0,36,16,0,1,3,10,3,0,-4,-4,-4
